City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
263,cockburn town,21.4612,-71.1419,303.13,70,75,3.6,TC,1696444843
264,ca mau,9.1769,105.15,298.1,92,100,1.81,VN,1696444843
265,ephraim,39.3597,-111.5863,288.04,50,12,2.15,US,1696444843
266,ozark,37.0209,-93.206,292.29,70,100,4.71,US,1696444843
267,inari,68.906,27.0288,272.26,74,14,4.3,FI,1696444843
268,la'ie,21.6477,-157.9253,300.13,86,0,0.89,US,1696444843
269,ust-tsilma,65.441,52.1498,280.16,95,100,1.79,RU,1696444844
270,lampasas,31.2168,-98.2336,306.09,55,40,2.57,US,1696444844
271,arteche,12.2645,125.4048,298.38,91,97,1.92,PH,1696444844
272,minas de marcona,-15.2119,-75.1103,289.79,74,63,6.92,PE,1696444844
273,ardakan,32.31,54.0175,300.76,23,50,5.59,IR,1696444844
274,demre,36.2537,29.9777,296.43,71,0,2.1,TR,1696444844
275,kousa,25.9141,32.7636,304.2,25,9,4.45,EG,1696444844
276,la malbaie,47.6575,-70.1559,291.45,71,62,1.3,CA,1696444845
277,lobito,-12.3481,13.5456,296.37,87,91,2.14,AO,1696444845
278,sanctuary point,-35.1114,150.629,287.45,69,79,9.35,AU,1696444845
279,flekkefjord,58.2971,6.6607,285.9,92,100,5.37,NO,1696444845
280,struer,56.4912,8.5838,287.62,88,100,10.64,DK,1696444845
281,ust-nera,64.5667,143.2,271.6,72,18,1.34,RU,1696444845
282,harrison,30.4091,-89.0436,304.68,58,0,8.23,US,1696444769
283,kheralu,23.8833,72.6167,298.37,45,0,1.14,IN,1696444845
284,murghob,38.1702,73.9667,275.92,48,95,0.83,TJ,1696444846
285,kirensk,57.7853,108.1119,278.72,94,100,4.92,RU,1696444846
286,at taj,24.2049,23.2857,297.26,43,88,3.81,LY,1696444846
287,nakhon nayok,14.1667,101.1,297.78,96,100,0.9,TH,1696444846
288,cadale,2.7603,46.3222,299.62,84,88,6.5,SO,1696444846
289,mil'kovo,55.6078,37.7956,286.23,74,0,6.49,RU,1696444846
290,hithadhoo,-0.6,73.0833,300.75,80,46,6.28,MV,1696444846
291,adzope,6.1069,-3.8619,297.2,94,100,1.12,CI,1696444847
292,ishigaki,24.3448,124.1572,301.22,94,100,5.66,JP,1696444847
293,ust'-kut,56.7938,105.7672,276.73,99,100,1.34,RU,1696444847
